op,n,dtype,group,blas,inner,median_s,gflops,min_s,max_s,status
matrix_rank,64,float64,lapack,gesdd,279,1.42006315e-04,,1.40857075e-04,1.98191975e-04,ok
svdvals,64,float64,lapack,gesdd,321,1.37529893e-04,,1.35395090e-04,1.38995081e-04,ok
matrix_norm,64,float64,lapack,gesdd,283,1.39994592e-04,,1.38828223e-04,1.41378876e-04,ok
tensorsolve,64,float64,lapack,gesv,406,8.68347512e-05,,8.53324113e-05,8.78435542e-05,ok
tensorinv,64,float64,lapack,getrf,139,2.75875978e-04,,2.73331273e-04,2.81359604e-04,ok
solve,128,float64,lapack,gesv,437,9.14248204e-05,,9.06028215e-05,1.15541732e-04,ok
inv,128,float64,lapack,getrf,147,2.87297150e-04,,2.85838789e-04,2.93795102e-04,ok
cholesky,128,float64,lapack,potrf,528,6.66740786e-05,,6.54410265e-05,8.48339451e-05,ok
eigh,128,float64,lapack,syevd,43,9.72114895e-04,,9.66633907e-04,9.89714000e-04,ok
eigvalsh,128,float64,lapack,syevd,100,4.08920870e-04,,4.04626830e-04,4.15403760e-04,ok
eig,128,float64,lapack,geev,6,7.53026558e-03,,7.39465283e-03,9.23047217e-03,ok
eigvals,128,float64,lapack,geev,12,3.79938621e-03,,3.75391867e-03,3.83373617e-03,ok
svd,128,float64,lapack,gesdd,60,7.03985192e-04,,6.98542300e-04,7.11192817e-04,ok
svd_full,128,float64,lapack,gesdd,27,1.72948374e-03,,1.69633500e-03,2.04525252e-03,ok
qr,128,float64,lapack,geqrf,82,5.36193110e-04,,5.32412793e-04,5.38790012e-04,ok
lstsq,128,float64,lapack,gelsd,26,1.93597606e-03,,1.89629212e-03,1.94868985e-03,ok
det,128,float64,lapack,getrf,426,8.81163157e-05,,8.63563333e-05,1.11150451e-04,ok
slogdet,128,float64,lapack,getrf,435,8.80371103e-05,,8.74758782e-05,8.85907770e-05,ok
pinv,128,float64,lapack,gesdd,23,1.83076967e-03,,1.81709622e-03,2.34879439e-03,ok
cond,128,float64,lapack,gesdd,64,7.61553148e-04,,6.96172891e-04,8.99569203e-04,ok
matrix_rank,128,float64,lapack,gesdd,57,6.98541123e-04,,6.92568754e-04,7.08327088e-04,ok
svdvals,128,float64,lapack,gesdd,70,7.02565621e-04,,6.82215014e-04,8.61843043e-04,ok
matrix_norm,128,float64,lapack,gesdd,64,7.05945023e-04,,6.94640125e-04,7.77825375e-04,ok
tensorsolve,128,float64,lapack,gesv,111,4.27992770e-04,,4.23924189e-04,4.38095505e-04,ok
tensorinv,128,float64,lapack,getrf,25,1.59813032e-03,,1.57984356e-03,2.04593872e-03,ok
solve,256,float64,lapack,gesv,105,4.64624595e-04,,4.57190933e-04,5.92213629e-04,ok
inv,256,float64,lapack,getrf,28,1.62793273e-03,,1.60545521e-03,1.64161918e-03,ok
cholesky,256,float64,lapack,potrf,128,3.33753008e-04,,3.30794758e-04,3.39468914e-04,ok
eigh,256,float64,lapack,syevd,11,4.31123027e-03,,4.25241982e-03,5.32772245e-03,ok
eigvalsh,256,float64,lapack,syevd,25,1.86586986e-03,,1.84954492e-03,1.87849320e-03,ok
eig,256,float64,lapack,geev,1,2.77571105e-02,,2.72630760e-02,2.80712820e-02,ok
eigvals,256,float64,lapack,geev,2,1.96589583e-02,,1.94657680e-02,1.98781785e-02,ok
svd,256,float64,lapack,gesdd,12,3.57514500e-03,,3.53226933e-03,3.61016167e-03,ok
svd_full,256,float64,lapack,gesdd,5,8.37751580e-03,,8.26351260e-03,1.05783666e-02,ok
qr,256,float64,lapack,geqrf,21,2.21174124e-03,,2.20213948e-03,2.28008538e-03,ok
lstsq,256,float64,lapack,gelsd,5,8.49931890e-03,,8.43025840e-03,8.53706760e-03,ok
det,256,float64,lapack,getrf,102,4.54926000e-04,,4.51963500e-04,5.69105363e-04,ok
slogdet,256,float64,lapack,getrf,102,4.49647260e-04,,4.45833980e-04,4.63436627e-04,ok
pinv,256,float64,lapack,gesdd,5,9.04866900e-03,,8.94771320e-03,9.08974740e-03,ok
cond,256,float64,lapack,gesdd,14,3.56386568e-03,,3.47748757e-03,4.49393857e-03,ok
matrix_rank,256,float64,lapack,gesdd,13,3.52107081e-03,,3.46229754e-03,3.54227385e-03,ok
svdvals,256,float64,lapack,gesdd,13,3.52710742e-03,,3.48448985e-03,3.57729892e-03,ok
matrix_norm,256,float64,lapack,gesdd,14,3.61177868e-03,,3.55569729e-03,4.22996879e-03,ok
tensorsolve,256,float64,lapack,gesv,16,2.99644119e-03,,2.95337469e-03,3.65687525e-03,ok
tensorinv,256,float64,lapack,getrf,4,1.06802015e-02,,1.05520823e-02,1.08814875e-02,ok
solve,512,float64,lapack,gesv,15,3.17555993e-03,,3.14301887e-03,3.22897567e-03,ok
inv,512,float64,lapack,getrf,4,1.08345251e-02,,1.06302252e-02,1.33466047e-02,ok
cholesky,512,float64,lapack,potrf,18,2.39992825e-03,,2.37536378e-03,2.45646933e-03,ok
eigh,512,float64,lapack,syevd,1,2.58716775e-02,,2.54234460e-02,3.64533050e-02,ok
eigvalsh,512,float64,lapack,syevd,4,1.05507571e-02,,1.04536010e-02,1.06512370e-02,ok
eig,512,float64,lapack,geev,1,1.79206384e-01,,1.78260307e-01,1.90890463e-01,ok
eigvals,512,float64,lapack,geev,1,1.45247731e-01,,1.43526845e-01,1.60330350e-01,ok
svd,512,float64,lapack,gesdd,1,2.89090700e-02,,2.80075610e-02,3.03414900e-02,ok
svd_full,512,float64,lapack,gesdd,1,6.08428920e-02,,6.00300940e-02,7.08126700e-02,ok
qr,512,float64,lapack,geqrf,3,1.49792883e-02,,1.47266027e-02,1.84937770e-02,ok
lstsq,512,float64,lapack,gelsd,1,5.26735100e-02,,5.09570130e-02,5.61475130e-02,ok
det,512,float64,lapack,getrf,6,3.03306283e-03,,3.00557800e-03,3.08565000e-03,ok
slogdet,512,float64,lapack,getrf,16,3.04088762e-03,,3.00386113e-03,3.86536412e-03,ok
pinv,512,float64,lapack,gesdd,1,6.66230235e-02,,6.49066820e-02,7.79460050e-02,ok
cond,512,float64,lapack,gesdd,1,2.82821395e-02,,2.74726710e-02,2.90684800e-02,ok
matrix_rank,512,float64,lapack,gesdd,1,2.85266710e-02,,2.74706240e-02,2.91866210e-02,ok
svdvals,512,float64,lapack,gesdd,1,2.83868840e-02,,2.72089850e-02,2.91691640e-02,ok
matrix_norm,512,float64,lapack,gesdd,1,2.81242965e-02,,2.73849640e-02,2.94037880e-02,ok
tensorsolve,512,float64,lapack,gesv,2,1.96166200e-02,,1.90951995e-02,2.01956615e-02,ok
tensorinv,512,float64,lapack,getrf,1,7.08649195e-02,,6.94265710e-02,8.27900720e-02,ok
solve,1024,float64,lapack,gesv,2,2.08986535e-02,,2.01453560e-02,2.64263280e-02,ok
inv,1024,float64,lapack,getrf,1,7.24174180e-02,,7.10472150e-02,8.46212020e-02,ok
cholesky,1024,float64,lapack,potrf,3,1.67541615e-02,,1.64787127e-02,2.18401663e-02,ok
eigh,1024,float64,lapack,syevd,1,1.65005823e-01,,1.63136930e-01,1.77434020e-01,ok
eigvalsh,1024,float64,lapack,syevd,1,7.15339300e-02,,6.76978250e-02,8.46337220e-02,ok
eig,1024,float64,lapack,geev,1,8.24570165e-01,,8.03488780e-01,8.34781308e-01,ok
eigvals,1024,float64,lapack,geev,1,5.61887246e-01,,5.52542187e-01,5.74356602e-01,ok
svd,1024,float64,lapack,gesdd,1,2.15264907e-01,,2.06036752e-01,2.29267655e-01,ok
svd_full,1024,float64,lapack,gesdd,1,4.26315231e-01,,4.19860284e-01,4.48440237e-01,ok
qr,1024,float64,lapack,geqrf,1,9.58749410e-02,,9.36102830e-02,1.05496756e-01,ok
lstsq,1024,float64,lapack,gelsd,1,3.42721544e-01,,3.38255594e-01,3.55408638e-01,ok
det,1024,float64,lapack,getrf,2,2.00808620e-02,,1.91690535e-02,2.04843580e-02,ok
slogdet,1024,float64,lapack,getrf,2,2.03217402e-02,,1.94519295e-02,2.44967020e-02,ok
pinv,1024,float64,lapack,gesdd,1,4.73860192e-01,,4.65208067e-01,4.95360864e-01,ok
cond,1024,float64,lapack,gesdd,1,2.18297617e-01,,2.13397584e-01,2.26231067e-01,ok
matrix_rank,1024,float64,lapack,gesdd,1,2.14894624e-01,,2.13415417e-01,2.25924125e-01,ok
svdvals,1024,float64,lapack,gesdd,1,2.15278336e-01,,2.12256041e-01,2.36385741e-01,ok
matrix_norm,1024,float64,lapack,gesdd,1,2.15370960e-01,,2.13636384e-01,2.22938872e-01,ok
tensorsolve,1024,float64,lapack,gesv,1,1.53870730e-01,,1.50885754e-01,1.68229130e-01,ok
tensorinv,1024,float64,lapack,getrf,1,5.46736566e-01,,5.31932660e-01,5.50435454e-01,ok
sum,32,float32,control,,5170,6.03064990e-07,1.697993,5.88244487e-07,6.29323985e-07,ok
sum,64,float32,control,,20000,1.05450640e-06,3.884282,1.04750460e-06,1.07206955e-06,ok
sum,128,float32,control,,12787,2.97861144e-06,5.500550,2.95365989e-06,3.65295941e-06,ok
sum,256,float32,control,,3531,1.05114735e-05,6.234711,1.03722181e-05,1.06084738e-05,ok
sum,512,float32,control,,1009,4.05736174e-05,6.460947,4.01244718e-05,5.02002716e-05,ok
sum,32,float64,control,,10218,5.92860344e-07,1.727220,5.84191035e-07,6.21439519e-07,ok
sum,64,float64,control,,12758,1.09711800e-06,3.733418,1.08450627e-06,1.11330028e-06,ok
sum,128,float64,control,,11701,3.11973789e-06,5.251723,3.07284711e-06,4.03487257e-06,ok
sum,256,float64,control,,3310,1.11884856e-05,5.857450,1.11353846e-05,1.14009610e-05,ok
sum,512,float64,control,,541,5.26785453e-05,4.976295,5.18371774e-05,7.51451719e-05,ok
