op,n,dtype,group,blas,inner,median_s,gflops,min_s,max_s,status
svdvals,64,float64,lapack,gesdd,124,2.10483871e-04,,2.08064516e-04,2.16129032e-04,ok
matrix_norm,64,float64,lapack,gesdd,99,2.18686869e-04,,2.15151515e-04,2.30303030e-04,ok
tensorsolve,64,float64,lapack,gesv,166,1.77108434e-04,,1.75301205e-04,1.80722892e-04,ok
tensorinv,64,float64,lapack,getrf,83,5.87349398e-04,,5.83132530e-04,6.04819277e-04,ok
solve,128,float64,lapack,gesv,250,1.78600000e-04,,1.76800000e-04,1.80000000e-04,ok
inv,128,float64,lapack,getrf,99,6.04040404e-04,,5.91919192e-04,6.16161616e-04,ok
cholesky,128,float64,lapack,potrf,249,1.29317269e-04,,1.27710843e-04,1.30522088e-04,ok
eigh,128,float64,lapack,syevd,25,1.99400000e-03,,1.91200000e-03,2.01200000e-03,ok
eigvalsh,128,float64,lapack,syevd,55,8.42727273e-04,,8.34545455e-04,8.56363636e-04,ok
eig,128,float64,lapack,geev,5,9.58000000e-03,,9.52000000e-03,9.76000000e-03,ok
eigvals,128,float64,lapack,geev,10,4.80000000e-03,,4.54000000e-03,4.91000000e-03,ok
svd,128,float64,lapack,gesdd,35,1.37857143e-03,,1.35142857e-03,1.40857143e-03,ok
svd_full,128,float64,lapack,gesdd,14,3.33214286e-03,,3.30000000e-03,3.36428571e-03,ok
qr,128,float64,lapack,geqrf,35,1.25000000e-03,,1.23142857e-03,1.27428571e-03,ok
lstsq,128,float64,lapack,gelsd,12,4.06250000e-03,,3.81666667e-03,4.29166667e-03,ok
det,128,float64,lapack,getrf,55,1.73636364e-04,,1.70909091e-04,1.78181818e-04,ok
slogdet,128,float64,lapack,getrf,250,1.74600000e-04,,1.72800000e-04,1.78800000e-04,ok
pinv,128,float64,lapack,gesdd,12,3.74583333e-03,,3.69166667e-03,3.83333333e-03,ok
cond,128,float64,lapack,gesdd,35,1.37142857e-03,,1.35428571e-03,1.38285714e-03,ok
matrix_rank,128,float64,lapack,gesdd,35,1.39428571e-03,,1.37428571e-03,1.48285714e-03,ok
svdvals,128,float64,lapack,gesdd,35,1.35571429e-03,,1.28857143e-03,1.39714286e-03,ok
matrix_norm,128,float64,lapack,gesdd,35,1.37285714e-03,,1.35428571e-03,1.38857143e-03,ok
tensorsolve,128,float64,lapack,gesv,41,1.07682927e-03,,1.05853659e-03,1.09268293e-03,ok
tensorinv,128,float64,lapack,getrf,13,3.85769231e-03,,3.81538462e-03,3.97692308e-03,ok
solve,256,float64,lapack,gesv,45,1.10000000e-03,,1.08222222e-03,1.11333333e-03,ok
inv,256,float64,lapack,getrf,12,3.89583333e-03,,3.89166667e-03,3.92500000e-03,ok
cholesky,256,float64,lapack,potrf,71,7.20422535e-04,,7.12676056e-04,7.29577465e-04,ok
eigh,256,float64,lapack,syevd,4,1.08125000e-02,,1.07000000e-02,1.10250000e-02,ok
eigvalsh,256,float64,lapack,syevd,9,4.87777778e-03,,4.85555556e-03,4.92222222e-03,ok
eig,256,float64,lapack,geev,1,5.00000000e-02,,4.94000000e-02,5.09000000e-02,ok
eigvals,256,float64,lapack,geev,1,2.94500000e-02,,2.91000000e-02,2.98000000e-02,ok
svd,256,float64,lapack,gesdd,4,1.00625000e-02,,9.95000000e-03,1.02750000e-02,ok
svd_full,256,float64,lapack,gesdd,2,2.12750000e-02,,1.95000000e-02,2.16500000e-02,ok
qr,256,float64,lapack,geqrf,8,5.89375000e-03,,5.75000000e-03,6.01250000e-03,ok
lstsq,256,float64,lapack,gelsd,2,2.02750000e-02,,1.89500000e-02,2.13500000e-02,ok
det,256,float64,lapack,getrf,41,1.07926829e-03,,1.06097561e-03,1.10731707e-03,ok
slogdet,256,float64,lapack,getrf,41,1.06951220e-03,,1.05853659e-03,1.08048780e-03,ok
pinv,256,float64,lapack,gesdd,2,2.36000000e-02,,2.31500000e-02,2.46000000e-02,ok
cond,256,float64,lapack,gesdd,5,9.99000000e-03,,9.76000000e-03,1.02400000e-02,ok
matrix_rank,256,float64,lapack,gesdd,5,9.92000000e-03,,9.78000000e-03,1.01200000e-02,ok
svdvals,256,float64,lapack,gesdd,5,1.01400000e-02,,9.80000000e-03,1.14200000e-02,ok
matrix_norm,256,float64,lapack,gesdd,5,1.00000000e-02,,9.84000000e-03,1.02800000e-02,ok
tensorsolve,256,float64,lapack,gesv,6,7.88333333e-03,,7.71666667e-03,8.10000000e-03,ok
tensorinv,256,float64,lapack,getrf,1,2.94000000e-02,,2.85000000e-02,3.02000000e-02,ok
solve,512,float64,lapack,gesv,6,7.78333333e-03,,7.65000000e-03,8.06666667e-03,ok
inv,512,float64,lapack,getrf,1,2.89000000e-02,,2.85000000e-02,3.03000000e-02,ok
cholesky,512,float64,lapack,potrf,9,5.06666667e-03,,4.96666667e-03,5.45555556e-03,ok
eigh,512,float64,lapack,syevd,1,7.08500000e-02,,6.64000000e-02,7.17000000e-02,ok
eigvalsh,512,float64,lapack,syevd,1,3.20000000e-02,,2.96000000e-02,3.25000000e-02,ok
eig,512,float64,lapack,geev,1,3.05200000e-01,,2.96600000e-01,3.07700000e-01,ok
eigvals,512,float64,lapack,geev,1,1.95450000e-01,,1.94300000e-01,1.98700000e-01,ok
svd,512,float64,lapack,gesdd,1,6.76500000e-02,,6.73000000e-02,7.00000000e-02,ok
svd_full,512,float64,lapack,gesdd,1,1.45200000e-01,,1.39700000e-01,1.47500000e-01,ok
qr,512,float64,lapack,geqrf,1,3.88500000e-02,,3.76000000e-02,4.02000000e-02,ok
lstsq,512,float64,lapack,gelsd,1,1.26050000e-01,,1.24300000e-01,1.27800000e-01,ok
det,512,float64,lapack,getrf,6,7.62500000e-03,,7.56666667e-03,8.06666667e-03,ok
slogdet,512,float64,lapack,getrf,5,7.92000000e-03,,7.66000000e-03,8.22000000e-03,ok
pinv,512,float64,lapack,gesdd,1,1.65650000e-01,,1.63700000e-01,1.69300000e-01,ok
cond,512,float64,lapack,gesdd,1,6.86000000e-02,,6.73000000e-02,6.98000000e-02,ok
matrix_rank,512,float64,lapack,gesdd,1,6.91500000e-02,,6.77000000e-02,7.02000000e-02,ok
svdvals,512,float64,lapack,gesdd,1,6.85000000e-02,,6.75000000e-02,6.99000000e-02,ok
matrix_norm,512,float64,lapack,gesdd,1,6.92000000e-02,,6.79000000e-02,7.06000000e-02,ok
tensorsolve,512,float64,lapack,gesv,1,5.80500000e-02,,5.70000000e-02,5.94000000e-02,ok
tensorinv,512,float64,lapack,getrf,1,2.13800000e-01,,2.11400000e-01,2.19100000e-01,ok
solve,1024,float64,lapack,gesv,1,5.64500000e-02,,5.60000000e-02,5.75000000e-02,ok
inv,1024,float64,lapack,getrf,1,2.20950000e-01,,2.13600000e-01,2.28600000e-01,ok
cholesky,1024,float64,lapack,potrf,1,3.59000000e-02,,3.50000000e-02,3.81000000e-02,ok
eigh,1024,float64,lapack,syevd,1,4.91050000e-01,,4.82300000e-01,4.94900000e-01,ok
eigvalsh,1024,float64,lapack,syevd,1,2.20650000e-01,,2.15500000e-01,2.24400000e-01,ok
eig,1024,float64,lapack,geev,1,1.61385000e+00,,1.59840000e+00,1.66220000e+00,ok
eigvals,1024,float64,lapack,geev,1,9.34150000e-01,,9.13900000e-01,9.79100000e-01,ok
svd,1024,float64,lapack,gesdd,1,4.86950000e-01,,4.77600000e-01,4.98700000e-01,ok
svd_full,1024,float64,lapack,gesdd,1,1.01165000e+00,,1.00290000e+00,1.01470000e+00,ok
qr,1024,float64,lapack,geqrf,1,2.58750000e-01,,2.57000000e-01,2.61900000e-01,ok
lstsq,1024,float64,lapack,gelsd,1,8.43400000e-01,,8.20500000e-01,9.59700000e-01,ok
det,1024,float64,lapack,getrf,1,5.70500000e-02,,5.60000000e-02,5.83000000e-02,ok
slogdet,1024,float64,lapack,getrf,1,5.74500000e-02,,5.66000000e-02,5.91000000e-02,ok
pinv,1024,float64,lapack,gesdd,1,1.20160000e+00,,1.18370000e+00,1.21870000e+00,ok
cond,1024,float64,lapack,gesdd,1,4.78850000e-01,,4.73300000e-01,4.92800000e-01,ok
matrix_rank,1024,float64,lapack,gesdd,1,4.84050000e-01,,4.81800000e-01,4.90700000e-01,ok
svdvals,1024,float64,lapack,gesdd,1,4.80550000e-01,,4.75200000e-01,4.90200000e-01,ok
matrix_norm,1024,float64,lapack,gesdd,1,4.78750000e-01,,4.71800000e-01,4.87100000e-01,ok
tensorsolve,1024,float64,lapack,gesv,1,4.26950000e-01,,4.21900000e-01,4.35200000e-01,ok
tensorinv,1024,float64,lapack,getrf,1,1.65260000e+00,,1.64010000e+00,1.68230000e+00,ok
sum,32,float32,control,,20000,1.01250000e-06,1.011358,1.00500000e-06,1.04000000e-06,ok
sum,64,float32,control,,20000,1.83500000e-06,2.232153,1.82500000e-06,1.89000000e-06,ok
sum,128,float32,control,,500,5.20000000e-06,3.150769,5.20000000e-06,5.40000000e-06,ok
sum,256,float32,control,,20000,1.84525000e-05,3.551605,1.83350000e-05,1.86950000e-05,ok
sum,512,float32,control,,500,7.28000000e-05,3.600879,6.78000000e-05,7.66000000e-05,ok
sum,32,float64,control,,20000,1.02500000e-06,0.999024,1.02000000e-06,1.04000000e-06,ok
sum,64,float64,control,,500,1.80000000e-06,2.275556,1.60000000e-06,2.00000000e-06,ok
sum,128,float64,control,,20000,5.34500000e-06,3.065295,5.15000000e-06,5.45000000e-06,ok
sum,256,float64,control,,499,1.90380762e-05,3.442365,1.88376754e-05,1.92384770e-05,ok
sum,512,float64,control,,250,7.74000000e-05,3.386873,7.64000000e-05,7.92000000e-05,ok
