op,n,dtype,group,blas,inner,median_s,gflops,min_s,max_s,status
svdvals,64,float64,lapack,gesdd,125,2.09200000e-04,,2.05600000e-04,2.20800000e-04,ok
matrix_norm,64,float64,lapack,gesdd,125,2.19600000e-04,,2.16800000e-04,2.24000000e-04,ok
tensorsolve,64,float64,lapack,gesv,166,2.40963855e-04,,2.40361446e-04,2.47590361e-04,ok
tensorinv,64,float64,lapack,getrf,62,7.33870968e-04,,7.30645161e-04,7.41935484e-04,ok
solve,128,float64,lapack,gesv,166,2.63554217e-04,,2.59638554e-04,2.66265060e-04,ok
inv,128,float64,lapack,getrf,55,7.59090909e-04,,7.56363636e-04,7.74545455e-04,ok
cholesky,128,float64,lapack,potrf,250,1.55600000e-04,,1.55200000e-04,1.57600000e-04,ok
eigh,128,float64,lapack,syevd,19,2.45526316e-03,,2.44210526e-03,2.54210526e-03,ok
eigvalsh,128,float64,lapack,syevd,62,6.24193548e-04,,6.17741935e-04,6.29032258e-04,ok
eig,128,float64,lapack,geev,5,8.78000000e-03,,8.72000000e-03,8.96000000e-03,ok
eigvals,128,float64,lapack,geev,9,4.97222222e-03,,4.94444444e-03,5.12222222e-03,ok
svd,128,float64,lapack,gesdd,35,1.27571429e-03,,1.26571429e-03,1.29142857e-03,ok
svd_full,128,float64,lapack,gesdd,11,4.30000000e-03,,4.28181818e-03,4.32727273e-03,ok
qr,128,float64,lapack,geqrf,45,1.05666667e-03,,1.04222222e-03,1.06888889e-03,ok
lstsq,128,float64,lapack,gelsd,12,3.74583333e-03,,3.70000000e-03,3.77500000e-03,ok
det,128,float64,lapack,getrf,166,2.53614458e-04,,2.51204819e-04,2.54819277e-04,ok
slogdet,128,float64,lapack,getrf,166,2.56626506e-04,,2.55421687e-04,2.66265060e-04,ok
pinv,128,float64,lapack,gesdd,8,5.68125000e-03,,5.61250000e-03,5.93750000e-03,ok
cond,128,float64,lapack,gesdd,31,1.32580645e-03,,1.30645161e-03,1.34838710e-03,ok
matrix_rank,128,float64,lapack,gesdd,33,1.34242424e-03,,1.33333333e-03,1.42121212e-03,ok
svdvals,128,float64,lapack,gesdd,33,1.32121212e-03,,1.30000000e-03,1.32424242e-03,ok
matrix_norm,128,float64,lapack,gesdd,33,1.32575758e-03,,1.31515152e-03,1.35151515e-03,ok
tensorsolve,128,float64,lapack,gesv,25,1.98000000e-03,,1.96000000e-03,2.04800000e-03,ok
tensorinv,128,float64,lapack,getrf,8,5.97500000e-03,,5.93750000e-03,6.05000000e-03,ok
solve,256,float64,lapack,gesv,21,2.10476190e-03,,2.09047619e-03,2.17142857e-03,ok
inv,256,float64,lapack,getrf,7,6.30714286e-03,,6.25714286e-03,6.48571429e-03,ok
cholesky,256,float64,lapack,potrf,41,1.09024390e-03,,1.08292683e-03,1.10731707e-03,ok
eigh,256,float64,lapack,syevd,3,1.53666667e-02,,1.52666667e-02,1.56333333e-02,ok
eigvalsh,256,float64,lapack,syevd,11,4.12272727e-03,,4.10000000e-03,4.20000000e-03,ok
eig,256,float64,lapack,geev,1,7.53000000e-02,,7.49000000e-02,7.59000000e-02,ok
eigvals,256,float64,lapack,geev,1,3.91000000e-02,,3.87000000e-02,3.99000000e-02,ok
svd,256,float64,lapack,gesdd,4,1.09875000e-02,,1.08500000e-02,1.11250000e-02,ok
svd_full,256,float64,lapack,gesdd,1,3.09000000e-02,,3.06000000e-02,3.12000000e-02,ok
qr,256,float64,lapack,geqrf,5,8.98000000e-03,,8.92000000e-03,9.18000000e-03,ok
lstsq,256,float64,lapack,gelsd,1,2.57500000e-02,,2.56000000e-02,2.61000000e-02,ok
det,256,float64,lapack,getrf,22,2.07727273e-03,,2.06363636e-03,2.09090909e-03,ok
slogdet,256,float64,lapack,getrf,22,2.07954545e-03,,2.05454545e-03,2.10909091e-03,ok
pinv,256,float64,lapack,gesdd,1,4.04500000e-02,,3.98000000e-02,4.09000000e-02,ok
cond,256,float64,lapack,gesdd,4,1.09250000e-02,,1.08500000e-02,1.10500000e-02,ok
matrix_rank,256,float64,lapack,gesdd,4,1.09125000e-02,,1.08000000e-02,1.14750000e-02,ok
svdvals,256,float64,lapack,gesdd,4,1.09500000e-02,,1.08750000e-02,1.10750000e-02,ok
matrix_norm,256,float64,lapack,gesdd,4,1.09625000e-02,,1.09000000e-02,1.13750000e-02,ok
tensorsolve,256,float64,lapack,gesv,3,1.51833333e-02,,1.49666667e-02,1.53333333e-02,ok
tensorinv,256,float64,lapack,getrf,1,4.52500000e-02,,4.18000000e-02,4.61000000e-02,ok
solve,512,float64,lapack,gesv,3,1.51833333e-02,,1.51000000e-02,1.59333333e-02,ok
inv,512,float64,lapack,getrf,1,4.75000000e-02,,4.64000000e-02,4.86000000e-02,ok
cholesky,512,float64,lapack,potrf,6,8.07500000e-03,,8.03333333e-03,8.20000000e-03,ok
eigh,512,float64,lapack,syevd,1,1.06000000e-01,,1.05200000e-01,1.09200000e-01,ok
eigvalsh,512,float64,lapack,syevd,1,2.76000000e-02,,2.73000000e-02,2.85000000e-02,ok
eig,512,float64,lapack,geev,1,4.49450000e-01,,4.43400000e-01,4.55300000e-01,ok
eigvals,512,float64,lapack,geev,1,2.41050000e-01,,2.38700000e-01,2.47200000e-01,ok
svd,512,float64,lapack,gesdd,1,7.82500000e-02,,7.79000000e-02,7.99000000e-02,ok
svd_full,512,float64,lapack,gesdd,1,2.22500000e-01,,2.17800000e-01,2.32600000e-01,ok
qr,512,float64,lapack,geqrf,1,6.97000000e-02,,6.91000000e-02,7.06000000e-02,ok
lstsq,512,float64,lapack,gelsd,1,1.80000000e-01,,1.79100000e-01,1.82400000e-01,ok
det,512,float64,lapack,getrf,3,1.52333333e-02,,1.50666667e-02,1.55000000e-02,ok
slogdet,512,float64,lapack,getrf,3,1.52666667e-02,,1.50333333e-02,1.58333333e-02,ok
pinv,512,float64,lapack,gesdd,1,4.82950000e-01,,4.80000000e-01,4.95900000e-01,ok
cond,512,float64,lapack,gesdd,1,7.64500000e-02,,7.59000000e-02,7.78000000e-02,ok
matrix_rank,512,float64,lapack,gesdd,1,7.71000000e-02,,7.62000000e-02,7.93000000e-02,ok
svdvals,512,float64,lapack,gesdd,1,7.67000000e-02,,7.61000000e-02,7.78000000e-02,ok
matrix_norm,512,float64,lapack,gesdd,1,7.67500000e-02,,7.53000000e-02,8.13000000e-02,ok
tensorsolve,512,float64,lapack,gesv,1,1.16700000e-01,,1.15500000e-01,1.19300000e-01,ok
tensorinv,512,float64,lapack,getrf,1,3.57850000e-01,,3.55900000e-01,3.64700000e-01,ok
solve,1024,float64,lapack,gesv,1,1.18450000e-01,,1.17100000e-01,1.21400000e-01,ok
inv,1024,float64,lapack,getrf,1,3.64450000e-01,,3.62700000e-01,3.67500000e-01,ok
cholesky,1024,float64,lapack,potrf,1,6.62500000e-02,,6.34000000e-02,6.68000000e-02,ok
eigh,1024,float64,lapack,syevd,1,7.77550000e-01,,7.73600000e-01,8.00000000e-01,ok
eigvalsh,1024,float64,lapack,syevd,1,1.97250000e-01,,1.95600000e-01,2.00700000e-01,ok
eig,1024,float64,lapack,geev,1,2.79750000e+00,,2.78170000e+00,2.80560000e+00,ok
eigvals,1024,float64,lapack,geev,1,1.33785000e+00,,1.29810000e+00,1.36710000e+00,ok
svd,1024,float64,lapack,gesdd,1,5.70600000e-01,,5.67200000e-01,5.73200000e-01,ok
svd_full,1024,float64,lapack,gesdd,1,1.64375000e+00,,1.63990000e+00,1.65240000e+00,ok
qr,1024,float64,lapack,geqrf,1,5.48850000e-01,,5.46200000e-01,5.55100000e-01,ok
lstsq,1024,float64,lapack,gelsd,1,1.28300000e+00,,1.27930000e+00,1.30290000e+00,ok
det,1024,float64,lapack,getrf,1,1.14900000e-01,,1.13200000e-01,1.17300000e-01,ok
slogdet,1024,float64,lapack,getrf,1,1.16100000e-01,,1.13200000e-01,1.17600000e-01,ok
pinv,1024,float64,lapack,gesdd,1,3.87210000e+00,,3.84790000e+00,3.93140000e+00,ok
cond,1024,float64,lapack,gesdd,1,5.75800000e-01,,5.70600000e-01,5.80500000e-01,ok
matrix_rank,1024,float64,lapack,gesdd,1,5.60350000e-01,,5.55400000e-01,5.64200000e-01,ok
svdvals,1024,float64,lapack,gesdd,1,5.77250000e-01,,5.56700000e-01,6.27700000e-01,ok
matrix_norm,1024,float64,lapack,gesdd,1,6.01150000e-01,,5.63200000e-01,6.55100000e-01,ok
tensorsolve,1024,float64,lapack,gesv,1,1.00135000e+00,,9.03900000e-01,1.03380000e+00,ok
tensorinv,1024,float64,lapack,getrf,1,3.31025000e+00,,3.21240000e+00,3.60570000e+00,ok
sum,32,float32,control,,20000,1.02000000e-06,1.003922,1.01500000e-06,1.04000000e-06,ok
sum,64,float32,control,,20000,1.80250000e-06,2.272399,1.78500000e-06,1.81000000e-06,ok
sum,128,float32,control,,20000,5.22500000e-06,3.135694,5.15500000e-06,5.27500000e-06,ok
sum,256,float32,control,,499,1.83366733e-05,3.574040,1.76352705e-05,1.86372745e-05,ok
sum,512,float32,control,,500,7.38000000e-05,3.552087,7.06000000e-05,7.96000000e-05,ok
sum,32,float64,control,,20000,1.05000000e-06,0.975238,1.00000000e-06,1.15500000e-06,ok
sum,64,float64,control,,20000,1.86500000e-06,2.196247,1.72500000e-06,2.06500000e-06,ok
sum,128,float64,control,,20000,5.11000000e-06,3.206262,5.04000000e-06,5.21500000e-06,ok
sum,256,float64,control,,499,1.80360721e-05,3.633607,1.78356713e-05,1.82364729e-05,ok
sum,512,float64,control,,499,7.36472946e-05,3.559452,7.25450902e-05,7.53507014e-05,ok
