op,n,dtype,group,blas,inner,median_s,gflops,min_s,max_s,status
svdvals,64,float64,lapack,gesdd,249,1.34738956e-04,,1.34136546e-04,1.35341365e-04,ok
matrix_norm,64,float64,lapack,gesdd,249,1.41365462e-04,,1.41365462e-04,1.42570281e-04,ok
tensorsolve,64,float64,lapack,gesv,500,1.08800000e-04,,1.08400000e-04,1.09000000e-04,ok
tensorinv,64,float64,lapack,getrf,125,3.80000000e-04,,3.80000000e-04,3.81600000e-04,ok
solve,128,float64,lapack,gesv,249,1.12048193e-04,,1.11646586e-04,1.12449799e-04,ok
inv,128,float64,lapack,getrf,124,3.87903226e-04,,3.87096774e-04,3.88709677e-04,ok
cholesky,128,float64,lapack,potrf,249,9.33734940e-05,,9.31726908e-05,9.39759036e-05,ok
eigh,128,float64,lapack,syevd,45,1.12666667e-03,,1.12444444e-03,1.12888889e-03,ok
eigvalsh,128,float64,lapack,syevd,83,4.36144578e-04,,4.34939759e-04,4.37349398e-04,ok
eig,128,float64,lapack,geev,7,6.57142857e-03,,6.57142857e-03,6.58571429e-03,ok
eigvals,128,float64,lapack,geev,14,3.29285714e-03,,3.27857143e-03,3.29285714e-03,ok
svd,128,float64,lapack,gesdd,55,7.03636364e-04,,7.00000000e-04,7.05454545e-04,ok
svd_full,128,float64,lapack,gesdd,26,1.95000000e-03,,1.94615385e-03,1.96538462e-03,ok
qr,128,float64,lapack,geqrf,83,5.19277108e-04,,5.18072289e-04,5.19277108e-04,ok
lstsq,128,float64,lapack,gelsd,27,1.75555556e-03,,1.75185185e-03,1.76296296e-03,ok
det,128,float64,lapack,getrf,500,1.07700000e-04,,1.07400000e-04,1.07800000e-04,ok
slogdet,128,float64,lapack,getrf,249,1.08433735e-04,,1.08032129e-04,1.08835341e-04,ok
pinv,128,float64,lapack,gesdd,21,2.17619048e-03,,2.17142857e-03,2.18571429e-03,ok
cond,128,float64,lapack,gesdd,62,7.09677419e-04,,7.08064516e-04,7.11290323e-04,ok
matrix_rank,128,float64,lapack,gesdd,62,7.22580645e-04,,7.20967742e-04,7.24193548e-04,ok
svdvals,128,float64,lapack,gesdd,62,7.03225806e-04,,7.01612903e-04,7.04838710e-04,ok
matrix_norm,128,float64,lapack,gesdd,71,7.14084507e-04,,7.11267606e-04,7.15492958e-04,ok
tensorsolve,128,float64,lapack,gesv,71,6.40845070e-04,,6.39436620e-04,6.42253521e-04,ok
tensorinv,128,float64,lapack,getrf,19,2.45526316e-03,,2.44736842e-03,2.46315789e-03,ok
solve,256,float64,lapack,gesv,71,6.68309859e-04,,6.66197183e-04,6.69014085e-04,ok
inv,256,float64,lapack,getrf,20,2.50250000e-03,,2.49000000e-03,2.50500000e-03,ok
cholesky,256,float64,lapack,potrf,83,4.92771084e-04,,4.91566265e-04,4.95180723e-04,ok
eigh,256,float64,lapack,syevd,8,5.71250000e-03,,5.70000000e-03,5.72500000e-03,ok
eigvalsh,256,float64,lapack,syevd,22,2.19545455e-03,,2.19545455e-03,2.20454545e-03,ok
eig,256,float64,lapack,geev,1,3.15000000e-02,,3.14000000e-02,3.15000000e-02,ok
eigvals,256,float64,lapack,geev,2,1.91250000e-02,,1.90000000e-02,1.95000000e-02,ok
svd,256,float64,lapack,gesdd,10,4.71500000e-03,,4.71000000e-03,4.72000000e-03,ok
svd_full,256,float64,lapack,gesdd,4,1.15500000e-02,,1.15250000e-02,1.15750000e-02,ok
qr,256,float64,lapack,geqrf,16,3.09375000e-03,,3.08750000e-03,3.10625000e-03,ok
lstsq,256,float64,lapack,gelsd,5,9.70000000e-03,,9.68000000e-03,9.72000000e-03,ok
det,256,float64,lapack,getrf,71,6.56338028e-04,,6.54929577e-04,6.57746479e-04,ok
slogdet,256,float64,lapack,getrf,62,6.57258065e-04,,6.54838710e-04,6.59677419e-04,ok
pinv,256,float64,lapack,gesdd,3,1.30333333e-02,,1.30000000e-02,1.30666667e-02,ok
cond,256,float64,lapack,gesdd,10,4.69000000e-03,,4.69000000e-03,4.71000000e-03,ok
matrix_rank,256,float64,lapack,gesdd,10,4.71000000e-03,,4.70000000e-03,4.72000000e-03,ok
svdvals,256,float64,lapack,gesdd,10,4.70000000e-03,,4.69000000e-03,4.70000000e-03,ok
matrix_norm,256,float64,lapack,gesdd,10,4.73000000e-03,,4.72000000e-03,4.74000000e-03,ok
tensorsolve,256,float64,lapack,gesv,11,4.52727273e-03,,4.51818182e-03,4.54545455e-03,ok
tensorinv,256,float64,lapack,getrf,2,1.76500000e-02,,1.76000000e-02,1.76500000e-02,ok
solve,512,float64,lapack,gesv,10,4.66500000e-03,,4.65000000e-03,4.68000000e-03,ok
inv,512,float64,lapack,getrf,2,1.78500000e-02,,1.78000000e-02,1.79000000e-02,ok
cholesky,512,float64,lapack,potrf,15,3.28666667e-03,,3.27333333e-03,3.29333333e-03,ok
eigh,512,float64,lapack,syevd,1,3.53000000e-02,,3.52000000e-02,3.54000000e-02,ok
eigvalsh,512,float64,lapack,syevd,4,1.24500000e-02,,1.24250000e-02,1.24750000e-02,ok
eig,512,float64,lapack,geev,1,1.95350000e-01,,1.95100000e-01,1.95500000e-01,ok
eigvals,512,float64,lapack,geev,1,1.33900000e-01,,1.33600000e-01,1.34000000e-01,ok
svd,512,float64,lapack,gesdd,1,2.83000000e-02,,2.82000000e-02,2.85000000e-02,ok
svd_full,512,float64,lapack,gesdd,1,7.44000000e-02,,7.41000000e-02,7.45000000e-02,ok
qr,512,float64,lapack,geqrf,2,2.11000000e-02,,2.10000000e-02,2.11500000e-02,ok
lstsq,512,float64,lapack,gelsd,1,5.76000000e-02,,5.74000000e-02,5.77000000e-02,ok
det,512,float64,lapack,getrf,10,4.63500000e-03,,4.62000000e-03,4.66000000e-03,ok
slogdet,512,float64,lapack,getrf,10,4.63000000e-03,,4.62000000e-03,4.65000000e-03,ok
pinv,512,float64,lapack,gesdd,1,8.59000000e-02,,8.58000000e-02,8.61000000e-02,ok
cond,512,float64,lapack,gesdd,1,2.83000000e-02,,2.82000000e-02,2.84000000e-02,ok
matrix_rank,512,float64,lapack,gesdd,1,2.83500000e-02,,2.83000000e-02,2.84000000e-02,ok
svdvals,512,float64,lapack,gesdd,1,2.83000000e-02,,2.83000000e-02,2.84000000e-02,ok
matrix_norm,512,float64,lapack,gesdd,1,2.84000000e-02,,2.83000000e-02,2.85000000e-02,ok
tensorsolve,512,float64,lapack,gesv,1,3.37000000e-02,,3.35000000e-02,3.38000000e-02,ok
tensorinv,512,float64,lapack,getrf,1,1.32200000e-01,,1.31800000e-01,1.32700000e-01,ok
solve,1024,float64,lapack,gesv,1,3.45000000e-02,,3.44000000e-02,3.47000000e-02,ok
inv,1024,float64,lapack,getrf,1,1.33500000e-01,,1.33200000e-01,1.33900000e-01,ok
cholesky,1024,float64,lapack,potrf,2,2.25250000e-02,,2.24500000e-02,2.26500000e-02,ok
eigh,1024,float64,lapack,syevd,1,2.46200000e-01,,2.45900000e-01,2.48200000e-01,ok
eigvalsh,1024,float64,lapack,syevd,1,8.24000000e-02,,8.22000000e-02,8.25000000e-02,ok
eig,1024,float64,lapack,geev,1,9.94950000e-01,,9.94300000e-01,9.95400000e-01,ok
eigvals,1024,float64,lapack,geev,1,5.68300000e-01,,5.68000000e-01,5.68700000e-01,ok
svd,1024,float64,lapack,gesdd,1,1.95950000e-01,,1.95800000e-01,1.96200000e-01,ok
svd_full,1024,float64,lapack,gesdd,1,5.32950000e-01,,5.31500000e-01,5.35000000e-01,ok
qr,1024,float64,lapack,geqrf,1,1.53500000e-01,,1.53400000e-01,1.53800000e-01,ok
lstsq,1024,float64,lapack,gelsd,1,3.92150000e-01,,3.91500000e-01,3.93300000e-01,ok
det,1024,float64,lapack,getrf,1,3.43000000e-02,,3.42000000e-02,3.44000000e-02,ok
slogdet,1024,float64,lapack,getrf,1,3.43000000e-02,,3.41000000e-02,3.43000000e-02,ok
pinv,1024,float64,lapack,gesdd,1,6.24650000e-01,,6.23000000e-01,6.28200000e-01,ok
cond,1024,float64,lapack,gesdd,1,1.95700000e-01,,1.95500000e-01,1.95900000e-01,ok
matrix_rank,1024,float64,lapack,gesdd,1,1.96000000e-01,,1.95800000e-01,1.98700000e-01,ok
svdvals,1024,float64,lapack,gesdd,1,1.95900000e-01,,1.95700000e-01,1.98500000e-01,ok
matrix_norm,1024,float64,lapack,gesdd,1,1.96050000e-01,,1.95800000e-01,1.96700000e-01,ok
tensorsolve,1024,float64,lapack,gesv,1,2.61300000e-01,,2.61000000e-01,2.62500000e-01,ok
tensorinv,1024,float64,lapack,getrf,1,1.01520000e+00,,1.01340000e+00,1.01660000e+00,ok
sum,32,float32,control,,20000,8.10000000e-07,1.264198,8.10000000e-07,8.15000000e-07,ok
sum,64,float32,control,,20000,1.49750000e-06,2.735225,1.49000000e-06,1.50500000e-06,ok
sum,128,float32,control,,20000,4.24000000e-06,3.864151,4.23000000e-06,4.24500000e-06,ok
sum,256,float32,control,,20000,1.50625000e-05,4.350938,1.50550000e-05,1.50750000e-05,ok
sum,512,float32,control,,20000,5.83525000e-05,4.492421,5.83350000e-05,5.83900000e-05,ok
sum,32,float64,control,,20000,8.10000000e-07,1.264198,8.10000000e-07,8.15000000e-07,ok
sum,64,float64,control,,20000,1.49500000e-06,2.739799,1.49000000e-06,1.50000000e-06,ok
sum,128,float64,control,,20000,4.25500000e-06,3.850529,4.25000000e-06,4.26500000e-06,ok
sum,256,float64,control,,20000,1.51875000e-05,4.315128,1.51800000e-05,1.52000000e-05,ok
sum,512,float64,control,,500,5.98000000e-05,4.383679,5.98000000e-05,6.00000000e-05,ok
