op,n,dtype,group,blas,inner,median_s,gflops,min_s,max_s,status
svdvals,64,float64,lapack,gesdd,250,1.58400000e-04,,1.56800000e-04,1.61600000e-04,ok
matrix_norm,64,float64,lapack,gesdd,166,1.65662651e-04,,1.63855422e-04,1.66265060e-04,ok
tensorsolve,64,float64,lapack,gesv,250,1.12400000e-04,,1.12000000e-04,1.13200000e-04,ok
tensorinv,64,float64,lapack,getrf,100,3.73000000e-04,,3.71000000e-04,3.78000000e-04,ok
solve,128,float64,lapack,gesv,249,1.16064257e-04,,1.15261044e-04,1.19678715e-04,ok
inv,128,float64,lapack,getrf,83,3.81927711e-04,,3.78313253e-04,3.89156627e-04,ok
cholesky,128,float64,lapack,potrf,249,9.43775100e-05,,9.43775100e-05,9.51807229e-05,ok
eigh,128,float64,lapack,syevd,38,1.20921053e-03,,1.20263158e-03,1.21578947e-03,ok
eigvalsh,128,float64,lapack,syevd,71,4.92957746e-04,,4.88732394e-04,5.04225352e-04,ok
eig,128,float64,lapack,geev,6,7.90000000e-03,,7.85000000e-03,8.01666667e-03,ok
eigvals,128,float64,lapack,geev,12,3.97500000e-03,,3.95833333e-03,4.00833333e-03,ok
svd,128,float64,lapack,gesdd,50,8.44000000e-04,,8.38000000e-04,8.62000000e-04,ok
svd_full,128,float64,lapack,gesdd,23,2.09565217e-03,,2.07826087e-03,2.10434783e-03,ok
qr,128,float64,lapack,geqrf,62,6.50000000e-04,,6.41935484e-04,6.51612903e-04,ok
lstsq,128,float64,lapack,gelsd,21,2.17380952e-03,,2.15714286e-03,2.21428571e-03,ok
det,128,float64,lapack,getrf,499,1.09118236e-04,,1.08216433e-04,1.09619238e-04,ok
slogdet,128,float64,lapack,getrf,249,1.10040161e-04,,1.09638554e-04,1.11244980e-04,ok
pinv,128,float64,lapack,gesdd,20,2.29000000e-03,,2.28000000e-03,2.34500000e-03,ok
cond,128,float64,lapack,gesdd,55,8.55454545e-04,,8.50909091e-04,8.65454545e-04,ok
matrix_rank,128,float64,lapack,gesdd,49,8.69387755e-04,,8.59183673e-04,8.77551020e-04,ok
svdvals,128,float64,lapack,gesdd,55,8.50000000e-04,,8.41818182e-04,8.81818182e-04,ok
matrix_norm,128,float64,lapack,gesdd,50,8.58000000e-04,,8.52000000e-04,8.64000000e-04,ok
tensorsolve,128,float64,lapack,gesv,83,6.10843373e-04,,6.07228916e-04,6.14457831e-04,ok
tensorinv,128,float64,lapack,getrf,22,2.25454545e-03,,2.24090909e-03,2.28181818e-03,ok
solve,256,float64,lapack,gesv,71,6.39436620e-04,,6.33802817e-04,6.47887324e-04,ok
inv,256,float64,lapack,getrf,20,2.36000000e-03,,2.33500000e-03,2.38500000e-03,ok
cholesky,256,float64,lapack,potrf,100,4.92000000e-04,,4.90000000e-04,5.13000000e-04,ok
eigh,256,float64,lapack,syevd,7,5.92857143e-03,,5.87142857e-03,6.05714286e-03,ok
eigvalsh,256,float64,lapack,syevd,19,2.51842105e-03,,2.49473684e-03,2.56315789e-03,ok
eig,256,float64,lapack,geev,1,3.36500000e-02,,3.35000000e-02,3.41000000e-02,ok
eigvals,256,float64,lapack,geev,2,2.23250000e-02,,2.22000000e-02,2.25500000e-02,ok
svd,256,float64,lapack,gesdd,8,5.37500000e-03,,5.35000000e-03,5.40000000e-03,ok
svd_full,256,float64,lapack,gesdd,4,1.15375000e-02,,1.09750000e-02,1.26500000e-02,ok
qr,256,float64,lapack,geqrf,15,3.07333333e-03,,3.06000000e-03,3.10000000e-03,ok
lstsq,256,float64,lapack,gelsd,4,1.07500000e-02,,1.06750000e-02,1.08250000e-02,ok
det,256,float64,lapack,getrf,71,6.26056338e-04,,6.22535211e-04,6.42253521e-04,ok
slogdet,256,float64,lapack,getrf,83,6.26506024e-04,,6.24096386e-04,6.33734940e-04,ok
pinv,256,float64,lapack,gesdd,3,1.28833333e-02,,1.28000000e-02,1.30000000e-02,ok
cond,256,float64,lapack,gesdd,9,5.29444444e-03,,5.04444444e-03,5.33333333e-03,ok
matrix_rank,256,float64,lapack,gesdd,9,5.37222222e-03,,5.35555556e-03,5.41111111e-03,ok
svdvals,256,float64,lapack,gesdd,9,5.36666667e-03,,5.33333333e-03,5.40000000e-03,ok
matrix_norm,256,float64,lapack,gesdd,9,5.40555556e-03,,5.37777778e-03,5.51111111e-03,ok
tensorsolve,256,float64,lapack,gesv,11,4.35909091e-03,,4.34545455e-03,4.41818182e-03,ok
tensorinv,256,float64,lapack,getrf,2,1.61000000e-02,,1.59500000e-02,1.62000000e-02,ok
solve,512,float64,lapack,gesv,10,4.51500000e-03,,4.48000000e-03,4.54000000e-03,ok
inv,512,float64,lapack,getrf,2,1.64250000e-02,,1.62500000e-02,1.67500000e-02,ok
cholesky,512,float64,lapack,potrf,14,3.42857143e-03,,3.40714286e-03,3.46428571e-03,ok
eigh,512,float64,lapack,syevd,1,3.59000000e-02,,3.31000000e-02,3.61000000e-02,ok
eigvalsh,512,float64,lapack,syevd,3,1.47166667e-02,,1.46000000e-02,1.50000000e-02,ok
eig,512,float64,lapack,geev,1,2.13900000e-01,,2.13300000e-01,2.17000000e-01,ok
eigvals,512,float64,lapack,geev,1,1.54700000e-01,,1.54100000e-01,1.56200000e-01,ok
svd,512,float64,lapack,gesdd,1,3.44000000e-02,,3.19000000e-02,3.75000000e-02,ok
svd_full,512,float64,lapack,gesdd,1,7.88000000e-02,,7.78000000e-02,8.24000000e-02,ok
qr,512,float64,lapack,geqrf,2,2.08000000e-02,,2.05500000e-02,2.10000000e-02,ok
lstsq,512,float64,lapack,gelsd,1,6.70500000e-02,,6.58000000e-02,6.97000000e-02,ok
det,512,float64,lapack,getrf,10,4.50000000e-03,,4.47000000e-03,4.53000000e-03,ok
slogdet,512,float64,lapack,getrf,11,4.48636364e-03,,4.45454545e-03,5.60909091e-03,ok
pinv,512,float64,lapack,gesdd,1,8.99000000e-02,,8.92000000e-02,9.15000000e-02,ok
cond,512,float64,lapack,gesdd,1,3.65000000e-02,,3.55000000e-02,3.70000000e-02,ok
matrix_rank,512,float64,lapack,gesdd,1,3.68000000e-02,,3.64000000e-02,3.77000000e-02,ok
svdvals,512,float64,lapack,gesdd,1,3.67000000e-02,,3.59000000e-02,3.71000000e-02,ok
matrix_norm,512,float64,lapack,gesdd,1,3.65000000e-02,,3.52000000e-02,3.78000000e-02,ok
tensorsolve,512,float64,lapack,gesv,1,3.11500000e-02,,3.00000000e-02,3.21000000e-02,ok
tensorinv,512,float64,lapack,getrf,1,1.16450000e-01,,1.15700000e-01,1.19100000e-01,ok
solve,1024,float64,lapack,gesv,1,3.13000000e-02,,3.08000000e-02,3.23000000e-02,ok
inv,1024,float64,lapack,getrf,1,1.18400000e-01,,1.17200000e-01,1.21500000e-01,ok
cholesky,1024,float64,lapack,potrf,2,2.15250000e-02,,2.07000000e-02,2.24000000e-02,ok
eigh,1024,float64,lapack,syevd,1,2.43000000e-01,,2.39100000e-01,2.62200000e-01,ok
eigvalsh,1024,float64,lapack,syevd,1,9.72000000e-02,,9.53000000e-02,9.97000000e-02,ok
eig,1024,float64,lapack,geev,1,9.88900000e-01,,9.86600000e-01,9.93200000e-01,ok
eigvals,1024,float64,lapack,geev,1,6.13400000e-01,,6.10300000e-01,6.16600000e-01,ok
svd,1024,float64,lapack,gesdd,1,2.34900000e-01,,2.33200000e-01,2.44100000e-01,ok
svd_full,1024,float64,lapack,gesdd,1,5.36350000e-01,,5.25400000e-01,5.97200000e-01,ok
qr,1024,float64,lapack,geqrf,1,1.41100000e-01,,1.39500000e-01,1.42600000e-01,ok
lstsq,1024,float64,lapack,gelsd,1,4.33900000e-01,,4.21900000e-01,4.84400000e-01,ok
det,1024,float64,lapack,getrf,1,3.22500000e-02,,3.14000000e-02,3.36000000e-02,ok
slogdet,1024,float64,lapack,getrf,1,3.19500000e-02,,3.08000000e-02,3.33000000e-02,ok
pinv,1024,float64,lapack,gesdd,1,6.28400000e-01,,6.17400000e-01,6.37700000e-01,ok
cond,1024,float64,lapack,gesdd,1,2.54350000e-01,,2.45600000e-01,2.66100000e-01,ok
matrix_rank,1024,float64,lapack,gesdd,1,2.49300000e-01,,2.44800000e-01,2.56100000e-01,ok
svdvals,1024,float64,lapack,gesdd,1,2.55950000e-01,,2.45700000e-01,2.73000000e-01,ok
matrix_norm,1024,float64,lapack,gesdd,1,2.48800000e-01,,2.40300000e-01,2.69000000e-01,ok
tensorsolve,1024,float64,lapack,gesv,1,2.23950000e-01,,2.22900000e-01,2.27400000e-01,ok
tensorinv,1024,float64,lapack,getrf,1,8.74450000e-01,,8.59800000e-01,9.23600000e-01,ok
sum,32,float32,control,,20000,9.55000000e-07,1.072251,9.50000000e-07,9.70000000e-07,ok
sum,64,float32,control,,20000,1.74500000e-06,2.347278,1.74000000e-06,1.75500000e-06,ok
sum,128,float32,control,,20000,4.93500000e-06,3.319959,4.91500000e-06,5.14000000e-06,ok
sum,256,float32,control,,20000,1.77575000e-05,3.690610,1.76750000e-05,1.81600000e-05,ok
sum,512,float32,control,,500,6.86000000e-05,3.821341,6.80000000e-05,6.92000000e-05,ok
sum,32,float64,control,,500,1.00000000e-06,1.024000,6.00000000e-07,1.00000000e-06,ok
sum,64,float64,control,,20000,1.80250000e-06,2.272399,1.76500000e-06,1.82500000e-06,ok
sum,128,float64,control,,20000,5.06750000e-06,3.233152,5.01000000e-06,5.39000000e-06,ok
sum,256,float64,control,,20000,1.76075000e-05,3.722050,1.75550000e-05,1.77750000e-05,ok
sum,512,float64,control,,250,7.12000000e-05,3.681798,7.04000000e-05,7.20000000e-05,ok
