op,n,dtype,group,blas,inner,median_s,gflops,min_s,max_s,status
svdvals,64,float64,lapack,gesdd,250,2.33400000e-04,,2.31200000e-04,2.34400000e-04,ok
matrix_norm,64,float64,lapack,gesdd,166,2.38554217e-04,,2.37349398e-04,2.39156627e-04,ok
tensorsolve,64,float64,lapack,gesv,124,3.16129032e-04,,3.14516129e-04,3.16935484e-04,ok
tensorinv,64,float64,lapack,getrf,45,9.64444444e-04,,9.57777778e-04,9.68888889e-04,ok
solve,128,float64,lapack,gesv,125,3.28000000e-04,,3.26400000e-04,3.29600000e-04,ok
inv,128,float64,lapack,getrf,45,9.84444444e-04,,9.82222222e-04,9.91111111e-04,ok
cholesky,128,float64,lapack,potrf,250,1.90400000e-04,,1.89600000e-04,1.90800000e-04,ok
eigh,128,float64,lapack,syevd,17,2.81764706e-03,,2.81764706e-03,2.82352941e-03,ok
eigvalsh,128,float64,lapack,syevd,71,6.54225352e-04,,6.50704225e-04,6.56338028e-04,ok
eig,128,float64,lapack,geev,5,9.78000000e-03,,9.76000000e-03,9.82000000e-03,ok
eigvals,128,float64,lapack,geev,9,5.18888889e-03,,5.16666667e-03,5.20000000e-03,ok
svd,128,float64,lapack,gesdd,31,1.61612903e-03,,1.61290323e-03,1.62258065e-03,ok
svd_full,128,float64,lapack,gesdd,9,5.42222222e-03,,5.40000000e-03,5.44444444e-03,ok
qr,128,float64,lapack,geqrf,35,1.35428571e-03,,1.34857143e-03,1.35714286e-03,ok
lstsq,128,float64,lapack,gelsd,11,4.24545455e-03,,4.24545455e-03,4.26363636e-03,ok
det,128,float64,lapack,getrf,125,3.18400000e-04,,3.16800000e-04,3.20800000e-04,ok
slogdet,128,float64,lapack,getrf,125,3.20000000e-04,,3.19200000e-04,3.22400000e-04,ok
pinv,128,float64,lapack,gesdd,7,6.45714286e-03,,6.44285714e-03,6.47142857e-03,ok
cond,128,float64,lapack,gesdd,27,1.62407407e-03,,1.61851852e-03,1.62592593e-03,ok
matrix_rank,128,float64,lapack,gesdd,31,1.63387097e-03,,1.62903226e-03,1.64193548e-03,ok
svdvals,128,float64,lapack,gesdd,29,1.61379310e-03,,1.60689655e-03,1.61724138e-03,ok
matrix_norm,128,float64,lapack,gesdd,31,1.62580645e-03,,1.61935484e-03,1.62903226e-03,ok
tensorsolve,128,float64,lapack,gesv,19,2.50526316e-03,,2.50000000e-03,2.52105263e-03,ok
tensorinv,128,float64,lapack,getrf,6,7.36666667e-03,,7.35000000e-03,7.40000000e-03,ok
solve,256,float64,lapack,gesv,17,2.65882353e-03,,2.64705882e-03,2.65882353e-03,ok
inv,256,float64,lapack,getrf,6,7.65000000e-03,,7.63333333e-03,7.68333333e-03,ok
cholesky,256,float64,lapack,potrf,38,1.35789474e-03,,1.35526316e-03,1.36315789e-03,ok
eigh,256,float64,lapack,syevd,2,1.78500000e-02,,1.78000000e-02,1.79000000e-02,ok
eigvalsh,256,float64,lapack,syevd,12,4.12500000e-03,,4.10833333e-03,4.14166667e-03,ok
eig,256,float64,lapack,geev,1,8.51000000e-02,,8.49000000e-02,8.54000000e-02,ok
eigvals,256,float64,lapack,geev,1,4.26000000e-02,,4.25000000e-02,4.27000000e-02,ok
svd,256,float64,lapack,gesdd,3,1.27500000e-02,,1.27333333e-02,1.28000000e-02,ok
svd_full,256,float64,lapack,gesdd,1,3.74500000e-02,,3.73000000e-02,3.77000000e-02,ok
qr,256,float64,lapack,geqrf,4,1.07000000e-02,,1.06750000e-02,1.07250000e-02,ok
lstsq,256,float64,lapack,gelsd,1,2.84000000e-02,,2.83000000e-02,2.85000000e-02,ok
det,256,float64,lapack,getrf,18,2.62777778e-03,,2.62222222e-03,2.63333333e-03,ok
slogdet,256,float64,lapack,getrf,19,2.62631579e-03,,2.62105263e-03,2.63157895e-03,ok
pinv,256,float64,lapack,gesdd,1,4.58000000e-02,,4.56000000e-02,4.59000000e-02,ok
cond,256,float64,lapack,gesdd,3,1.27333333e-02,,1.27000000e-02,1.27666667e-02,ok
matrix_rank,256,float64,lapack,gesdd,3,1.27333333e-02,,1.27000000e-02,1.28000000e-02,ok
svdvals,256,float64,lapack,gesdd,3,1.27333333e-02,,1.27000000e-02,1.27666667e-02,ok
matrix_norm,256,float64,lapack,gesdd,3,1.27666667e-02,,1.27333333e-02,1.27666667e-02,ok
tensorsolve,256,float64,lapack,gesv,2,1.88500000e-02,,1.88000000e-02,1.89500000e-02,ok
tensorinv,256,float64,lapack,getrf,1,5.64000000e-02,,5.60000000e-02,5.65000000e-02,ok
solve,512,float64,lapack,gesv,2,1.96500000e-02,,1.95500000e-02,1.97000000e-02,ok
inv,512,float64,lapack,getrf,1,5.79500000e-02,,5.75000000e-02,5.83000000e-02,ok
cholesky,512,float64,lapack,potrf,4,1.01500000e-02,,1.01500000e-02,1.01750000e-02,ok
eigh,512,float64,lapack,syevd,1,1.22100000e-01,,1.22000000e-01,1.22200000e-01,ok
eigvalsh,512,float64,lapack,syevd,1,2.85000000e-02,,2.84000000e-02,2.87000000e-02,ok
eig,512,float64,lapack,geev,1,5.31700000e-01,,5.31400000e-01,5.32200000e-01,ok
eigvals,512,float64,lapack,geev,1,2.76050000e-01,,2.75300000e-01,2.76500000e-01,ok
svd,512,float64,lapack,gesdd,1,8.85500000e-02,,8.84000000e-02,8.86000000e-02,ok
svd_full,512,float64,lapack,gesdd,1,2.65900000e-01,,2.65700000e-01,2.66000000e-01,ok
qr,512,float64,lapack,geqrf,1,7.80000000e-02,,7.79000000e-02,7.81000000e-02,ok
lstsq,512,float64,lapack,gelsd,1,1.93150000e-01,,1.93000000e-01,1.93500000e-01,ok
det,512,float64,lapack,getrf,2,1.95500000e-02,,1.95000000e-02,1.96500000e-02,ok
slogdet,512,float64,lapack,getrf,2,1.95500000e-02,,1.95000000e-02,1.96500000e-02,ok
pinv,512,float64,lapack,gesdd,1,3.62200000e-01,,3.61700000e-01,3.63500000e-01,ok
cond,512,float64,lapack,gesdd,1,8.85500000e-02,,8.85000000e-02,8.87000000e-02,ok
matrix_rank,512,float64,lapack,gesdd,1,8.87000000e-02,,8.85000000e-02,8.87000000e-02,ok
svdvals,512,float64,lapack,gesdd,1,8.85500000e-02,,8.85000000e-02,8.87000000e-02,ok
matrix_norm,512,float64,lapack,gesdd,1,8.86000000e-02,,8.84000000e-02,8.87000000e-02,ok
tensorsolve,512,float64,lapack,gesv,1,1.44050000e-01,,1.43700000e-01,1.44200000e-01,ok
tensorinv,512,float64,lapack,getrf,1,4.40400000e-01,,4.39500000e-01,4.42000000e-01,ok
solve,1024,float64,lapack,gesv,1,1.48400000e-01,,1.48100000e-01,1.48700000e-01,ok
inv,1024,float64,lapack,getrf,1,4.47750000e-01,,4.47300000e-01,4.48600000e-01,ok
cholesky,1024,float64,lapack,potrf,1,7.83000000e-02,,7.81000000e-02,7.84000000e-02,ok
eigh,1024,float64,lapack,syevd,1,8.90200000e-01,,8.89800000e-01,8.90600000e-01,ok
eigvalsh,1024,float64,lapack,syevd,1,2.09700000e-01,,2.09400000e-01,2.10000000e-01,ok
eig,1024,float64,lapack,geev,1,3.30360000e+00,,3.30130000e+00,3.30460000e+00,ok
eigvals,1024,float64,lapack,geev,1,1.56625000e+00,,1.56570000e+00,1.56730000e+00,ok
svd,1024,float64,lapack,gesdd,1,6.42800000e-01,,6.42700000e-01,6.43100000e-01,ok
svd_full,1024,float64,lapack,gesdd,1,1.97595000e+00,,1.97350000e+00,1.97820000e+00,ok
qr,1024,float64,lapack,geqrf,1,5.91750000e-01,,5.91400000e-01,5.92300000e-01,ok
lstsq,1024,float64,lapack,gelsd,1,1.40325000e+00,,1.40260000e+00,1.40410000e+00,ok
det,1024,float64,lapack,getrf,1,1.47900000e-01,,1.47800000e-01,1.48300000e-01,ok
slogdet,1024,float64,lapack,getrf,1,1.47900000e-01,,1.47700000e-01,1.48100000e-01,ok
pinv,1024,float64,lapack,gesdd,1,4.40955000e+00,,4.31540000e+00,4.48420000e+00,ok
cond,1024,float64,lapack,gesdd,1,6.55250000e-01,,6.53700000e-01,6.55800000e-01,ok
matrix_rank,1024,float64,lapack,gesdd,1,6.49950000e-01,,6.48000000e-01,6.52500000e-01,ok
svdvals,1024,float64,lapack,gesdd,1,6.46350000e-01,,6.45500000e-01,6.46700000e-01,ok
matrix_norm,1024,float64,lapack,gesdd,1,6.44900000e-01,,6.43800000e-01,6.45200000e-01,ok
tensorsolve,1024,float64,lapack,gesv,1,1.13475000e+00,,1.13210000e+00,1.13570000e+00,ok
tensorinv,1024,float64,lapack,getrf,1,3.63535000e+00,,3.63050000e+00,3.63950000e+00,ok
sum,32,float32,control,,20000,1.35500000e-06,0.755720,1.35000000e-06,1.36000000e-06,ok
sum,64,float32,control,,20000,2.03500000e-06,2.012776,2.03500000e-06,2.04500000e-06,ok
sum,128,float32,control,,500,4.80000000e-06,3.413333,4.60000000e-06,4.80000000e-06,ok
sum,256,float32,control,,20000,1.56250000e-05,4.194304,1.56200000e-05,1.56300000e-05,ok
sum,512,float32,control,,500,5.92000000e-05,4.428108,5.88000000e-05,5.92000000e-05,ok
sum,32,float64,control,,20000,1.35500000e-06,0.755720,1.35000000e-06,1.35500000e-06,ok
sum,64,float64,control,,20000,2.06250000e-06,1.985939,2.06000000e-06,2.07000000e-06,ok
sum,128,float64,control,,20000,4.81500000e-06,3.402700,4.79500000e-06,4.83000000e-06,ok
sum,256,float64,control,,499,1.57314629e-05,4.165919,1.56312625e-05,1.58316633e-05,ok
sum,512,float64,control,,499,6.02204409e-05,4.353073,6.01202405e-05,6.07214429e-05,ok
